,Unnamed: 0,Unnamed: 0.1,ch1_file,ch2_file,angle,shift,spec_ch1_files,spec_ch2_files,spec_gray_ch1_files,spec_gray_ch2_files
3440,3440,3440,soundfiles//ch1//20_26000_27000.wav,soundfiles//ch2//20_26000_27000.wav,124.78810280071866,-73,C:\sound\spectrograms\soundfiles\ch1\151_27000_28000.png,C:\sound\spectrograms\soundfiles\ch2\151_27000_28000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_27000_28000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_27000_28000.jpg
3441,3441,3441,soundfiles//ch1//21_26000_27000.wav,soundfiles//ch2//21_26000_27000.wav,16.021064532036632,123,C:\sound\spectrograms\soundfiles\ch1\151_28000_29000.png,C:\sound\spectrograms\soundfiles\ch2\151_28000_29000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_28000_29000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_28000_29000.jpg
3442,3442,3442,soundfiles//ch1//22_26000_27000.wav,soundfiles//ch2//22_26000_27000.wav,174.88883509626135,-128,C:\sound\spectrograms\soundfiles\ch1\151_29000_30000.png,C:\sound\spectrograms\soundfiles\ch2\151_29000_30000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_29000_30000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_29000_30000.jpg
3443,3443,3443,soundfiles//ch1//23_26000_27000.wav,soundfiles//ch2//23_26000_27000.wav,133.78071810936297,-88,C:\sound\spectrograms\soundfiles\ch1\151_30000_31000.png,C:\sound\spectrograms\soundfiles\ch2\151_30000_31000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_30000_31000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_30000_31000.jpg
3444,3444,3444,soundfiles//ch1//24_26000_27000.wav,soundfiles//ch2//24_26000_27000.wav,32.39918031924382,108,C:\sound\spectrograms\soundfiles\ch1\151_3000_4000.png,C:\sound\spectrograms\soundfiles\ch2\151_3000_4000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_3000_4000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_3000_4000.jpg
3445,3445,3445,soundfiles//ch1//25_26000_27000.wav,soundfiles//ch2//25_26000_27000.wav,131.26261700757183,-84,C:\sound\spectrograms\soundfiles\ch1\151_31000_32000.png,C:\sound\spectrograms\soundfiles\ch2\151_31000_32000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_31000_32000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_31000_32000.jpg
3446,3446,3446,soundfiles//ch1//26_26000_27000.wav,soundfiles//ch2//26_26000_27000.wav,67.20028011406137,49,C:\sound\spectrograms\soundfiles\ch1\151_32000_33000.png,C:\sound\spectrograms\soundfiles\ch2\151_32000_33000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_32000_33000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_32000_33000.jpg
3447,3447,3447,soundfiles//ch1//27_26000_27000.wav,soundfiles//ch2//27_26000_27000.wav,13.563456688963328,124,C:\sound\spectrograms\soundfiles\ch1\151_33000_34000.png,C:\sound\spectrograms\soundfiles\ch2\151_33000_34000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_33000_34000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_33000_34000.jpg
3448,3448,3448,soundfiles//ch1//28_26000_27000.wav,soundfiles//ch2//28_26000_27000.wav,62.45535900946453,59,C:\sound\spectrograms\soundfiles\ch1\151_34000_35000.png,C:\sound\spectrograms\soundfiles\ch2\151_34000_35000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_34000_35000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_34000_35000.jpg
3449,3449,3449,soundfiles//ch1//29_26000_27000.wav,soundfiles//ch2//29_26000_27000.wav,25.841527765908435,115,C:\sound\spectrograms\soundfiles\ch1\151_35000_36000.png,C:\sound\spectrograms\soundfiles\ch2\151_35000_36000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_35000_36000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_35000_36000.jpg
3450,3450,3450,soundfiles//ch1//30_26000_27000.wav,soundfiles//ch2//30_26000_27000.wav,84.38318682589166,12,C:\sound\spectrograms\soundfiles\ch1\151_36000_37000.png,C:\sound\spectrograms\soundfiles\ch2\151_36000_37000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_36000_37000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_36000_37000.jpg
3451,3451,3451,soundfiles//ch1//31_26000_27000.wav,soundfiles//ch2//31_26000_27000.wav,8.301106676467027,127,C:\sound\spectrograms\soundfiles\ch1\151_37000_38000.png,C:\sound\spectrograms\soundfiles\ch2\151_37000_38000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_37000_38000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_37000_38000.jpg
3452,3452,3452,soundfiles//ch1//32_26000_27000.wav,soundfiles//ch2//32_26000_27000.wav,60.49405332166826,63,C:\sound\spectrograms\soundfiles\ch1\151_38000_39000.png,C:\sound\spectrograms\soundfiles\ch2\151_38000_39000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_38000_39000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_38000_39000.jpg
3453,3453,3453,soundfiles//ch1//33_26000_27000.wav,soundfiles//ch2//33_26000_27000.wav,23.044987362156263,118,C:\sound\spectrograms\soundfiles\ch1\151_39000_40000.png,C:\sound\spectrograms\soundfiles\ch2\151_39000_40000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_39000_40000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_39000_40000.jpg
3454,3454,3454,soundfiles//ch1//34_26000_27000.wav,soundfiles//ch2//34_26000_27000.wav,51.05316676069291,80,C:\sound\spectrograms\soundfiles\ch1\151_40000_41000.png,C:\sound\spectrograms\soundfiles\ch2\151_40000_41000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_40000_41000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_40000_41000.jpg
3455,3455,3455,soundfiles//ch1//35_26000_27000.wav,soundfiles//ch2//35_26000_27000.wav,135.11329927068002,-91,C:\sound\spectrograms\soundfiles\ch1\151_4000_5000.png,C:\sound\spectrograms\soundfiles\ch2\151_4000_5000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_4000_5000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_4000_5000.jpg
3456,3456,3456,soundfiles//ch1//36_26000_27000.wav,soundfiles//ch2//36_26000_27000.wav,33.29735181200464,107,C:\sound\spectrograms\soundfiles\ch1\151_41000_42000.png,C:\sound\spectrograms\soundfiles\ch2\151_41000_42000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_41000_42000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_41000_42000.jpg
3457,3457,3457,soundfiles//ch1//37_26000_27000.wav,soundfiles//ch2//37_26000_27000.wav,4.379324238307547,128,C:\sound\spectrograms\soundfiles\ch1\151_42000_43000.png,C:\sound\spectrograms\soundfiles\ch2\151_42000_43000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_42000_43000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_42000_43000.jpg
3458,3458,3458,soundfiles//ch1//38_26000_27000.wav,soundfiles//ch2//38_26000_27000.wav,15.516222224670376,123,C:\sound\spectrograms\soundfiles\ch1\151_43000_44000.png,C:\sound\spectrograms\soundfiles\ch2\151_43000_44000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_43000_44000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_43000_44000.jpg
3459,3459,3459,soundfiles//ch1//39_26000_27000.wav,soundfiles//ch2//39_26000_27000.wav,20.20837918078296,120,C:\sound\spectrograms\soundfiles\ch1\151_44000_45000.png,C:\sound\spectrograms\soundfiles\ch2\151_44000_45000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_44000_45000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_44000_45000.jpg
3460,3460,3460,soundfiles//ch1//40_26000_27000.wav,soundfiles//ch2//40_26000_27000.wav,112.67041924988352,-49,C:\sound\spectrograms\soundfiles\ch1\151_45000_46000.png,C:\sound\spectrograms\soundfiles\ch2\151_45000_46000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_45000_46000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_45000_46000.jpg
3461,3461,3461,soundfiles//ch1//41_26000_27000.wav,soundfiles//ch2//41_26000_27000.wav,119.9404354447774,-64,C:\sound\spectrograms\soundfiles\ch1\151_46000_47000.png,C:\sound\spectrograms\soundfiles\ch2\151_46000_47000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_46000_47000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_46000_47000.jpg
3462,3462,3462,soundfiles//ch1//42_26000_27000.wav,soundfiles//ch2//42_26000_27000.wav,166.92221478619274,-125,C:\sound\spectrograms\soundfiles\ch1\151_47000_48000.png,C:\sound\spectrograms\soundfiles\ch2\151_47000_48000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_47000_48000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_47000_48000.jpg
3463,3463,3463,soundfiles//ch1//43_26000_27000.wav,soundfiles//ch2//43_26000_27000.wav,36.61209321515499,103,C:\sound\spectrograms\soundfiles\ch1\151_48000_49000.png,C:\sound\spectrograms\soundfiles\ch2\151_48000_49000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_48000_49000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_48000_49000.jpg
3464,3464,3464,soundfiles//ch1//44_26000_27000.wav,soundfiles//ch2//44_26000_27000.wav,163.09152708822063,-123,C:\sound\spectrograms\soundfiles\ch1\151_49000_50000.png,C:\sound\spectrograms\soundfiles\ch2\151_49000_50000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_49000_50000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_49000_50000.jpg
3465,3465,3465,soundfiles//ch1//45_26000_27000.wav,soundfiles//ch2//45_26000_27000.wav,89.2857272472198,1,C:\sound\spectrograms\soundfiles\ch1\151_50000_51000.png,C:\sound\spectrograms\soundfiles\ch2\151_50000_51000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_50000_51000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_50000_51000.jpg
3466,3466,3466,soundfiles//ch1//46_26000_27000.wav,soundfiles//ch2//46_26000_27000.wav,55.6823549688023,72,C:\sound\spectrograms\soundfiles\ch1\151_5000_6000.png,C:\sound\spectrograms\soundfiles\ch2\151_5000_6000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_5000_6000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_5000_6000.jpg
3467,3467,3467,soundfiles//ch1//47_26000_27000.wav,soundfiles//ch2//47_26000_27000.wav,90.8995895881616,-2,C:\sound\spectrograms\soundfiles\ch1\151_51000_52000.png,C:\sound\spectrograms\soundfiles\ch2\151_51000_52000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_51000_52000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_51000_52000.jpg
3468,3468,3468,soundfiles//ch1//48_26000_27000.wav,soundfiles//ch2//48_26000_27000.wav,27.131281310321025,114,C:\sound\spectrograms\soundfiles\ch1\151_52000_53000.png,C:\sound\spectrograms\soundfiles\ch2\151_52000_53000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_52000_53000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_52000_53000.jpg
3469,3469,3469,soundfiles//ch1//49_26000_27000.wav,soundfiles//ch2//49_26000_27000.wav,0.4446216587779735,128,C:\sound\spectrograms\soundfiles\ch1\151_53000_54000.png,C:\sound\spectrograms\soundfiles\ch2\151_53000_54000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_53000_54000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_53000_54000.jpg
3470,3470,3470,soundfiles//ch1//50_26000_27000.wav,soundfiles//ch2//50_26000_27000.wav,49.828109863993,82,C:\sound\spectrograms\soundfiles\ch1\151_54000_55000.png,C:\sound\spectrograms\soundfiles\ch2\151_54000_55000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_54000_55000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_54000_55000.jpg
3471,3471,3471,soundfiles//ch1//51_26000_27000.wav,soundfiles//ch2//51_26000_27000.wav,128.3522129528749,-79,C:\sound\spectrograms\soundfiles\ch1\151_55000_56000.png,C:\sound\spectrograms\soundfiles\ch2\151_55000_56000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_55000_56000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_55000_56000.jpg
3472,3472,3472,soundfiles//ch1//52_26000_27000.wav,soundfiles//ch2//52_26000_27000.wav,108.90456729916768,-41,C:\sound\spectrograms\soundfiles\ch1\151_56000_57000.png,C:\sound\spectrograms\soundfiles\ch2\151_56000_57000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_56000_57000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_56000_57000.jpg
3473,3473,3473,soundfiles//ch1//53_26000_27000.wav,soundfiles//ch2//53_26000_27000.wav,171.3076879383302,-127,C:\sound\spectrograms\soundfiles\ch1\151_57000_58000.png,C:\sound\spectrograms\soundfiles\ch2\151_57000_58000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_57000_58000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_57000_58000.jpg
3474,3474,3474,soundfiles//ch1//54_26000_27000.wav,soundfiles//ch2//54_26000_27000.wav,169.2839149762765,-126,C:\sound\spectrograms\soundfiles\ch1\151_58000_59000.png,C:\sound\spectrograms\soundfiles\ch2\151_58000_59000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_58000_59000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_58000_59000.jpg
3475,3475,3475,soundfiles//ch1//55_26000_27000.wav,soundfiles//ch2//55_26000_27000.wav,40.52894016743224,97,C:\sound\spectrograms\soundfiles\ch1\151_6000_7000.png,C:\sound\spectrograms\soundfiles\ch2\151_6000_7000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_6000_7000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_6000_7000.jpg
3476,3476,3476,soundfiles//ch1//56_26000_27000.wav,soundfiles//ch2//56_26000_27000.wav,169.29228944766842,-126,C:\sound\spectrograms\soundfiles\ch1\151_7000_8000.png,C:\sound\spectrograms\soundfiles\ch2\151_7000_8000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_7000_8000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_7000_8000.jpg
3477,3477,3477,soundfiles//ch1//57_26000_27000.wav,soundfiles//ch2//57_26000_27000.wav,27.90875878899272,113,C:\sound\spectrograms\soundfiles\ch1\151_8000_9000.png,C:\sound\spectrograms\soundfiles\ch2\151_8000_9000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_8000_9000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_8000_9000.jpg
3478,3478,3478,soundfiles//ch1//58_26000_27000.wav,soundfiles//ch2//58_26000_27000.wav,57.09633939702289,69,C:\sound\spectrograms\soundfiles\ch1\151_9000_10000.png,C:\sound\spectrograms\soundfiles\ch2\151_9000_10000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_9000_10000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_9000_10000.jpg
3479,3479,3479,soundfiles//ch1//59_26000_27000.wav,soundfiles//ch2//59_26000_27000.wav,56.09896218182551,71,C:\sound\spectrograms\soundfiles\ch1\151_recorded.png,C:\sound\spectrograms\soundfiles\ch2\151_recorded.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\151_recorded.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\151_recorded.jpg
3480,3480,3480,soundfiles//ch1//60_26000_27000.wav,soundfiles//ch2//60_26000_27000.wav,136.4169364911063,-93,C:\sound\spectrograms\soundfiles\ch1\152_0_1000.png,C:\sound\spectrograms\soundfiles\ch2\152_0_1000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_0_1000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_0_1000.jpg
3481,3481,3481,soundfiles//ch1//61_26000_27000.wav,soundfiles//ch2//61_26000_27000.wav,9.164930482901292,126,C:\sound\spectrograms\soundfiles\ch1\152_10000_11000.png,C:\sound\spectrograms\soundfiles\ch2\152_10000_11000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_10000_11000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_10000_11000.jpg
3482,3482,3482,soundfiles//ch1//62_26000_27000.wav,soundfiles//ch2//62_26000_27000.wav,172.57399005694012,-127,C:\sound\spectrograms\soundfiles\ch1\152_1000_2000.png,C:\sound\spectrograms\soundfiles\ch2\152_1000_2000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_1000_2000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_1000_2000.jpg
3483,3483,3483,soundfiles//ch1//63_26000_27000.wav,soundfiles//ch2//63_26000_27000.wav,49.30942835119127,83,C:\sound\spectrograms\soundfiles\ch1\152_11000_12000.png,C:\sound\spectrograms\soundfiles\ch2\152_11000_12000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_11000_12000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_11000_12000.jpg
3484,3484,3484,soundfiles//ch1//64_26000_27000.wav,soundfiles//ch2//64_26000_27000.wav,9.852130234223935,126,C:\sound\spectrograms\soundfiles\ch1\152_12000_13000.png,C:\sound\spectrograms\soundfiles\ch2\152_12000_13000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_12000_13000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_12000_13000.jpg
3485,3485,3485,soundfiles//ch1//65_26000_27000.wav,soundfiles//ch2//65_26000_27000.wav,37.27695367097927,102,C:\sound\spectrograms\soundfiles\ch1\152_13000_14000.png,C:\sound\spectrograms\soundfiles\ch2\152_13000_14000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_13000_14000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_13000_14000.jpg
3486,3486,3486,soundfiles//ch1//66_26000_27000.wav,soundfiles//ch2//66_26000_27000.wav,138.92000506496555,-96,C:\sound\spectrograms\soundfiles\ch1\152_14000_15000.png,C:\sound\spectrograms\soundfiles\ch2\152_14000_15000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_14000_15000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_14000_15000.jpg
3487,3487,3487,soundfiles//ch1//67_26000_27000.wav,soundfiles//ch2//67_26000_27000.wav,103.47244734393448,-29,C:\sound\spectrograms\soundfiles\ch1\152_15000_16000.png,C:\sound\spectrograms\soundfiles\ch2\152_15000_16000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_15000_16000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_15000_16000.jpg
3488,3488,3488,soundfiles//ch1//68_26000_27000.wav,soundfiles//ch2//68_26000_27000.wav,160.55727701267477,-121,C:\sound\spectrograms\soundfiles\ch1\152_16000_17000.png,C:\sound\spectrograms\soundfiles\ch2\152_16000_17000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_16000_17000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_16000_17000.jpg
3489,3489,3489,soundfiles//ch1//69_26000_27000.wav,soundfiles//ch2//69_26000_27000.wav,43.562764660779365,93,C:\sound\spectrograms\soundfiles\ch1\152_17000_18000.png,C:\sound\spectrograms\soundfiles\ch2\152_17000_18000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_17000_18000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_17000_18000.jpg
3490,3490,3490,soundfiles//ch1//70_26000_27000.wav,soundfiles//ch2//70_26000_27000.wav,50.708103144322216,81,C:\sound\spectrograms\soundfiles\ch1\152_18000_19000.png,C:\sound\spectrograms\soundfiles\ch2\152_18000_19000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_18000_19000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_18000_19000.jpg
3491,3491,3491,soundfiles//ch1//71_26000_27000.wav,soundfiles//ch2//71_26000_27000.wav,4.169823103643508,128,C:\sound\spectrograms\soundfiles\ch1\152_19000_20000.png,C:\sound\spectrograms\soundfiles\ch2\152_19000_20000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_19000_20000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_19000_20000.jpg
3492,3492,3492,soundfiles//ch1//72_26000_27000.wav,soundfiles//ch2//72_26000_27000.wav,130.3114727633143,-83,C:\sound\spectrograms\soundfiles\ch1\152_20000_21000.png,C:\sound\spectrograms\soundfiles\ch2\152_20000_21000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_20000_21000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_20000_21000.jpg
3493,3493,3493,soundfiles//ch1//73_26000_27000.wav,soundfiles//ch2//73_26000_27000.wav,31.6954212956012,109,C:\sound\spectrograms\soundfiles\ch1\152_2000_3000.png,C:\sound\spectrograms\soundfiles\ch2\152_2000_3000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_2000_3000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_2000_3000.jpg
3494,3494,3494,soundfiles//ch1//74_26000_27000.wav,soundfiles//ch2//74_26000_27000.wav,34.007685409282125,106,C:\sound\spectrograms\soundfiles\ch1\152_21000_22000.png,C:\sound\spectrograms\soundfiles\ch2\152_21000_22000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_21000_22000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_21000_22000.jpg
3495,3495,3495,soundfiles//ch1//75_26000_27000.wav,soundfiles//ch2//75_26000_27000.wav,20.37445171286668,120,C:\sound\spectrograms\soundfiles\ch1\152_22000_23000.png,C:\sound\spectrograms\soundfiles\ch2\152_22000_23000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_22000_23000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_22000_23000.jpg
3496,3496,3496,soundfiles//ch1//76_26000_27000.wav,soundfiles//ch2//76_26000_27000.wav,177.42094532497094,-128,C:\sound\spectrograms\soundfiles\ch1\152_23000_24000.png,C:\sound\spectrograms\soundfiles\ch2\152_23000_24000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_23000_24000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_23000_24000.jpg
3497,3497,3497,soundfiles//ch1//77_26000_27000.wav,soundfiles//ch2//77_26000_27000.wav,75.61590571433304,31,C:\sound\spectrograms\soundfiles\ch1\152_24000_25000.png,C:\sound\spectrograms\soundfiles\ch2\152_24000_25000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_24000_25000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_24000_25000.jpg
3498,3498,3498,soundfiles//ch1//78_26000_27000.wav,soundfiles//ch2//78_26000_27000.wav,6.874063658668211,127,C:\sound\spectrograms\soundfiles\ch1\152_25000_26000.png,C:\sound\spectrograms\soundfiles\ch2\152_25000_26000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_25000_26000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_25000_26000.jpg
3499,3499,3499,soundfiles//ch1//79_26000_27000.wav,soundfiles//ch2//79_26000_27000.wav,122.97264721027848,-69,C:\sound\spectrograms\soundfiles\ch1\152_26000_27000.png,C:\sound\spectrograms\soundfiles\ch2\152_26000_27000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_26000_27000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_26000_27000.jpg
3500,3500,3500,soundfiles//ch1//80_26000_27000.wav,soundfiles//ch2//80_26000_27000.wav,40.152948580272245,98,C:\sound\spectrograms\soundfiles\ch1\152_27000_28000.png,C:\sound\spectrograms\soundfiles\ch2\152_27000_28000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_27000_28000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_27000_28000.jpg
3501,3501,3501,soundfiles//ch1//81_26000_27000.wav,soundfiles//ch2//81_26000_27000.wav,116.12839241833592,-56,C:\sound\spectrograms\soundfiles\ch1\152_28000_29000.png,C:\sound\spectrograms\soundfiles\ch2\152_28000_29000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_28000_29000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_28000_29000.jpg
3502,3502,3502,soundfiles//ch1//82_26000_27000.wav,soundfiles//ch2//82_26000_27000.wav,155.31535239225522,-116,C:\sound\spectrograms\soundfiles\ch1\152_29000_30000.png,C:\sound\spectrograms\soundfiles\ch2\152_29000_30000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_29000_30000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_29000_30000.jpg
3503,3503,3503,soundfiles//ch1//83_26000_27000.wav,soundfiles//ch2//83_26000_27000.wav,91.4637359544929,-3,C:\sound\spectrograms\soundfiles\ch1\152_30000_31000.png,C:\sound\spectrograms\soundfiles\ch2\152_30000_31000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\152_30000_31000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\152_30000_31000.jpg
